address_id,address,address2,district,city_id,postal_code,phone,last_update
317,780 Kimberley Way,,Tabuk,515,17032,8.24397E+11,25.9.14 22:33
318,1774 Yaound Place,,Hubei,166,91400,6.13124E+11,25.9.14 22:30
319,1957 Yantai Lane,,So Paulo,490,59255,7.04948E+11,25.9.14 22:30
320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472,5.088E+11,25.9.14 22:31
321,651 Pathankot Loop,,Maharashtra,336,59811,1.39378E+11,25.9.14 22:31
322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367,25.9.14 22:30
323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787,5.56101E+11,25.9.14 22:32
324,1145 Vilnius Manor,,Mxico,451,73170,6.74806E+11,25.9.14 22:32
325,1892 Nabereznyje Telny Lane,,Tutuila,516,28396,4.7823E+11,25.9.14 22:30
326,470 Boksburg Street,,Central,81,97960,9.0803E+11,25.9.14 22:32
327,1427 A Corua (La Corua) Place,,Buenos Aires,45,85799,9.72575E+11,25.9.14 22:30
328,479 San Felipe del Progreso Avenue,,Morelos,130,54949,8.69052E+11,25.9.14 22:32
329,867 Benin City Avenue,,Henan,591,78543,1.68885E+11,25.9.14 22:30
330,981 Kumbakonam Place,,Distrito Federal,89,87611,8.29116E+11,25.9.14 22:30
331,1016 Iwakuni Street,,St George,269,49833,9.61371E+11,25.9.14 22:32
332,663 Baha Blanca Parkway,,Adana,5,33463,8.34419E+11,25.9.14 22:33
333,1860 Taguig Loop,,West Java,119,59550,38158430589,25.9.14 22:31
334,1816 Bydgoszcz Loop,,Dhaka,234,64308,9.65274E+11,25.9.14 22:30
335,587 Benguela Manor,,Illinois,42,91590,1.65451E+11,25.9.14 22:33
336,430 Kumbakonam Drive,,Santa F,457,28814,1.05471E+11,25.9.14 22:30
337,1838 Tabriz Lane,,Dhaka,143,1195,38988715447,25.9.14 22:30
338,431 Szkesfehrvr Avenue,,Baki,48,57828,1.19501E+11,25.9.14 22:30
339,503 Sogamoso Loop,,Sumqayit,505,49812,8.34627E+11,25.9.14 22:30
340,507 Smolensk Loop,,Sousse,492,22971,80303246192,25.9.14 22:33
341,1920 Weifang Avenue,,Uttar Pradesh,427,15643,8.69508E+11,25.9.14 22:31
342,124 al-Manama Way,,Hiroshima,382,52368,6.47899E+11,25.9.14 22:31
343,1443 Mardan Street,,Western Cape,392,31483,2.31383E+11,25.9.14 22:33
344,1909 Benguela Lane,,Henan,581,19913,6.24138E+11,25.9.14 22:30
345,68 Ponce Parkway,,Hanoi,201,85926,8.70635E+11,25.9.14 22:34
346,1217 Konotop Avenue,,Gelderland,151,504,7.18917E+11,25.9.14 22:32
347,1293 Nam Dinh Way,,Roraima,84,71583,6.97656E+11,25.9.14 22:30
348,785 Vaduz Street,,Baja California,335,36170,8.95617E+11,25.9.14 22:32
349,1516 Escobar Drive,,Tongatapu,370,46069,64536069371,25.9.14 22:33
350,1628 Nagareyama Lane,,Central,453,60079,20064292617,25.9.14 22:32
351,1157 Nyeri Loop,,Adygea,320,56380,2.62745E+11,25.9.14 22:32
352,1673 Tangail Drive,,Daugavpils,137,26857,6.27924E+11,25.9.14 22:31
353,381 Kabul Way,,Taipei,209,87272,55477302294,25.9.14 22:33
354,953 Hodeida Street,,Southern Tagalog,221,18841,53912826864,25.9.14 22:32
355,469 Nakhon Sawan Street,,Tuvassia,531,58866,6.892E+11,25.9.14 22:32
356,1378 Beira Loop,,Krasnojarsk,597,40792,8.40958E+11,25.9.14 22:32
357,1641 Changhwa Place,,Nord-Ouest,52,37636,2.56546E+11,25.9.14 22:30
358,1698 Southport Loop,,Hidalgo,393,49009,7.54358E+11,25.9.14 22:32
359,519 Nyeri Manor,,So Paulo,461,37650,7.64681E+11,25.9.14 22:30
360,619 Hunuco Avenue,,Shimane,331,81508,1.42596E+11,25.9.14 22:31
361,45 Aparecida de Goinia Place,,Madhya Pradesh,464,7431,6.50497E+11,25.9.14 22:31
362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056,7.38968E+11,25.9.14 22:33
363,604 Bern Place,,Jharkhand,429,5373,6.20719E+11,25.9.14 22:31
364,1623 Kingstown Drive,,Buenos Aires,20,91299,2.96395E+11,25.9.14 22:30
365,1009 Zanzibar Lane,,Arecibo,32,64875,1.02396E+11,25.9.14 22:32
366,114 Jalib al-Shuyukh Manor,,Centre,585,60440,8.45379E+11,25.9.14 22:30
367,1163 London Parkway,,Par,66,6066,6.7512E+11,25.9.14 22:30
368,1658 Jastrzebie-Zdrj Loop,,Central,372,96584,5.68368E+11,25.9.14 22:31
369,817 Laredo Avenue,,Jalisco,188,77449,1.5125E+11,25.9.14 22:32
370,1565 Tangail Manor,,Okinawa,377,45750,6.34445E+11,25.9.14 22:31
371,1912 Emeishan Drive,,Balikesir,50,33050,99883471275,25.9.14 22:33
372,230 Urawa Drive,,Andhra Pradesh,8,2738,1.66898E+11,25.9.14 22:31
373,1922 Miraj Way,,Esfahan,356,13203,3.20471E+11,25.9.14 22:31
374,433 Florencia Street,,Chihuahua,250,91330,5.6173E+11,25.9.14 22:32
375,1049 Matamoros Parkway,,Karnataka,191,69640,9.60505E+11,25.9.14 22:31
376,1061 Ede Avenue,,Southern Tagalog,98,57810,3.33391E+11,25.9.14 22:32
377,154 Oshawa Manor,,East Java,415,72771,4.40366E+11,25.9.14 22:31
378,1191 Tandil Drive,,Southern Tagalog,523,6362,45554316010,25.9.14 22:32
379,1133 Rizhao Avenue,,Pernambuco,572,2800,6.00265E+11,25.9.14 22:30
380,1519 Santiago de los Caballeros Loop,,East Kasai,348,22025,4.09315E+11,25.9.14 22:30
381,1618 Olomouc Manor,,Kurgan,285,26385,96846695220,25.9.14 22:32
382,220 Hidalgo Drive,,Kermanshah,265,45298,3.42721E+11,25.9.14 22:31
383,686 Donostia-San Sebastin Lane,,Guangdong,471,97390,71857599858,25.9.14 22:30
384,97 Mogiljov Lane,,Gujarat,73,89294,9.24815E+11,25.9.14 22:31
385,1642 Charlotte Amalie Drive,,Slaskie,549,75442,8.21477E+11,25.9.14 22:32
386,1368 Maracabo Boulevard,,,493,32716,9.34352E+11,25.9.14 22:30
387,401 Sucre Boulevard,,New Hampshire,322,25007,4.86396E+11,25.9.14 22:33
388,368 Hunuco Boulevard,,Namibe,360,17165,1.06439E+11,25.9.14 22:30
389,500 Lincoln Parkway,,Jiangsu,210,95509,5.50307E+11,25.9.14 22:30
390,102 Chapra Drive,,Ibaragi,521,14073,7.76032E+11,25.9.14 22:31
391,1793 Meixian Place,,Hmelnytskyi,258,33535,6.19966E+11,25.9.14 22:33
392,514 Ife Way,,Shaba,315,69973,9.00236E+11,25.9.14 22:30
393,717 Changzhou Lane,,Southern Tagalog,104,21615,4.26255E+11,25.9.14 22:32
394,753 Ilorin Avenue,,Sichuan,157,3656,4.64511E+11,25.9.14 22:30
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358,29810,1.75283E+11,25.9.14 22:33
396,767 Pyongyang Drive,,Osaka,229,83536,6.67736E+11,25.9.14 22:31
397,614 Pak Kret Street,,Addis Abeba,6,27796,47808359842,25.9.14 22:30
398,954 Lapu-Lapu Way,,Moskova,278,8816,7.37229E+11,25.9.14 22:32
399,331 Bydgoszcz Parkway,,Asturia,181,966,5.37374E+11,25.9.14 22:33
400,1152 Citrus Heights Manor,,al-Qadarif,15,5239,7.65957E+11,25.9.14 22:33
401,168 Cianjur Manor,,Saitama,228,73824,6.79095E+11,25.9.14 22:31
402,616 Hagonoy Avenue,,Krasnojarsk,39,46043,6.04178E+11,25.9.14 22:32
403,1190 0 Place,,Rio Grande do Sul,44,10417,8.41877E+11,25.9.14 22:30
404,734 Bchar Place,,Punjab,375,30586,2.80579E+11,25.9.14 22:32
405,530 Lausanne Lane,,Texas,135,11067,7.75235E+11,25.9.14 22:33
406,454 Patiala Lane,,Fukushima,276,13496,7.94553E+11,25.9.14 22:31
407,1346 Mysore Drive,,Bretagne,92,61507,5.16647E+11,25.9.14 22:31
408,990 Etawah Loop,,Tamil Nadu,564,79940,2.06169E+11,25.9.14 22:31
409,1266 Laredo Parkway,,Saitama,380,7664,1483365694,25.9.14 22:31
410,88 Nagaon Manor,,Buenos Aires,524,86868,7.79461E+11,25.9.14 22:30
411,264 Bhimavaram Manor,,St Thomas,111,54749,3.02527E+11,25.9.14 22:34
412,1639 Saarbrcken Drive,,North West,437,9827,3.28495E+11,25.9.14 22:33
413,692 Amroha Drive,,Northern,230,35575,3.59479E+11,25.9.14 22:33
414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141,7122,6.53437E+11,25.9.14 22:32
415,432 Garden Grove Street,,Ontario,430,65630,6.15965E+11,25.9.14 22:30
416,1445 Carmen Parkway,,West Java,117,70809,5.98912E+11,25.9.14 22:31
417,791 Salinas Street,,Punjab,208,40509,1.29953E+11,25.9.14 22:31
418,126 Acua Parkway,,West Bengali,71,58888,4.8004E+11,25.9.14 22:31
419,397 Sunnyvale Avenue,,Guanajuato,19,55566,6.80852E+11,25.9.14 22:32
420,992 Klerksdorp Loop,,Utrecht,23,33711,8.5529E+11,25.9.14 22:32
421,966 Arecibo Loop,,Sind,134,94018,15273765306,25.9.14 22:32
422,289 Santo Andr Manor,,al-Sharqiya,16,72410,2.14976E+11,25.9.14 22:32
423,437 Chungho Drive,,Puerto Plata,450,59489,4.91271E+11,25.9.14 22:30
424,1948 Bayugan Parkway,,Bihar,264,60622,9.87306E+11,25.9.14 22:31
425,1866 al-Qatif Avenue,,California,155,89420,5.46794E+11,25.9.14 22:33
426,1661 Abha Drive,,Tamil Nadu,416,14400,2.70457E+11,25.9.14 22:31
427,1557 Cape Coral Parkway,,Hubei,293,46875,3.68284E+11,25.9.14 22:30
428,1727 Matamoros Place,,Sawhaj,465,78813,1.29674E+11,25.9.14 22:30
429,1269 Botosani Manor,,Guangdong,468,47394,7.36517E+11,25.9.14 22:30
430,355 Vitria de Santo Anto Way,,Oaxaca,452,81758,5.48004E+11,25.9.14 22:32
431,1596 Acua Parkway,,Jharkhand,418,70425,1.57133E+11,25.9.14 22:31
432,259 Ipoh Drive,,So Paulo,189,64964,4.1901E+11,25.9.14 22:30
433,1823 Hoshiarpur Lane,,Komi,510,33191,3.07134E+11,25.9.14 22:32
434,1404 Taguig Drive,,Okayama,547,87212,5.72069E+11,25.9.14 22:31
435,740 Udaipur Lane,,Nizni Novgorod,150,33505,4.97289E+11,25.9.14 22:32
436,287 Cuautla Boulevard,,Chuquisaca,501,72736,82619513349,25.9.14 22:30
437,1766 Almirante Brown Street,,KwaZulu-Natal,364,63104,6.17568E+11,25.9.14 22:33
438,596 Huixquilucan Place,,Nampula,351,65892,3.42709E+11,25.9.14 22:32
439,1351 Aparecida de Goinia Parkway,,Northern Mindanao,391,41775,9.59835E+11,25.9.14 22:32
440,722 Bradford Lane,,Shandong,249,90920,7.46251E+11,25.9.14 22:30
441,983 Santa F Way,,British Colombia,565,47472,1.4572E+11,25.9.14 22:30
442,1245 Ibirit Way,,La Romana,290,40926,3.31889E+11,25.9.14 22:30
443,1836 Korla Parkway,,Copperbelt,272,55405,6.89682E+11,25.9.14 22:34
444,231 Kaliningrad Place,,Lombardia,70,57833,5.75081E+11,25.9.14 22:31
445,495 Bhimavaram Lane,,Maharashtra,144,3,82088937724,25.9.14 22:31
446,1924 Shimonoseki Drive,,Batna,59,52625,4.06784E+11,25.9.14 22:29
447,105 Dzerzinsk Manor,,Inner Mongolia,540,48570,2.40776E+11,25.9.14 22:30
448,614 Denizli Parkway,,Rio Grande do Sul,486,29444,8.76492E+11,25.9.14 22:30
449,1289 Belm Boulevard,,Tartumaa,530,88306,2.37369E+11,25.9.14 22:30
450,203 Tambaram Street,,Buenos Aires,161,73942,4.1155E+11,25.9.14 22:30
451,1704 Tambaram Manor,,West Bengali,554,2834,39463554936,25.9.14 22:31
452,207 Cuernavaca Loop,,Tatarstan,352,52671,7.829E+11,25.9.14 22:32
453,319 Springs Loop,,Baijeri,160,99552,72524459905,25.9.14 22:31
454,956 Nam Dinh Manor,,Kerman,481,21872,4.74048E+11,25.9.14 22:31
455,1947 Paarl Way,,Central Java,509,23636,8.34061E+11,25.9.14 22:31
456,814 Simferopol Loop,,Sinaloa,154,48745,5.24567E+11,25.9.14 22:32
457,535 Ahmadnagar Manor,,Abu Dhabi,3,41136,9.8511E+11,25.9.14 22:33
458,138 Caracas Boulevard,,Zulia,326,16790,9.74433E+11,25.9.14 22:34
459,251 Florencia Drive,,Michoacn de Ocampo,556,16119,1.18012E+11,25.9.14 22:32
460,659 Gatineau Boulevard,,La Paz,153,28587,2.05525E+11,25.9.14 22:30
461,1889 Valparai Way,,Ziguinchor,600,75559,6.70371E+11,25.9.14 22:33
462,1485 Bratislava Place,,Illinois,435,83183,9.24664E+11,25.9.14 22:33
463,935 Aden Boulevard,,Central Java,532,64709,3.35053E+11,25.9.14 22:31
464,76 Kermanshah Manor,,Esfahan,423,23343,7.62362E+11,25.9.14 22:31
465,734 Tanshui Avenue,,Caquet,170,70664,3.66777E+11,25.9.14 22:30
466,118 Jaffna Loop,,Northern Mindanao,182,10447,3.25527E+11,25.9.14 22:32
467,1621 Tongliao Avenue,,Irkutsk,558,22173,2.09343E+11,25.9.14 22:32
468,1844 Usak Avenue,,Nova Scotia,196,84461,1.64415E+11,25.9.14 22:30
469,1872 Toulon Loop,,OHiggins,428,7939,9.28809E+11,25.9.14 22:30
470,1088 Ibirit Place,,Jalisco,595,88502,49084281333,25.9.14 22:32
471,1322 Mosul Parkway,,Shandong,145,95400,2.68054E+11,25.9.14 22:30
472,1447 Chatsworth Place,,Chihuahua,129,41545,7.6937E+11,25.9.14 22:32
473,1257 Guadalajara Street,,Karnataka,78,33599,1.95338E+11,25.9.14 22:31
474,1469 Plock Lane,,Galicia,388,95835,6.22885E+11,25.9.14 22:33
475,434 Ourense (Orense) Manor,,Hodeida,206,14122,5.6237E+11,25.9.14 22:34
476,270 Tambaram Parkway,,Gauteng,244,9668,2.48447E+11,25.9.14 22:33
477,1786 Salinas Place,,Nam Ha,359,66546,2.06061E+11,25.9.14 22:34
478,1078 Stara Zagora Drive,,Aceh,301,69221,9.32993E+11,25.9.14 22:31
479,1854 Okara Boulevard,,Drenthe,158,42123,1.31913E+11,25.9.14 22:32
480,421 Yaound Street,,Sumy,385,11363,7.26876E+11,25.9.14 22:33
481,1153 Allende Way,,Qubec,179,20336,8.56872E+11,25.9.14 22:30
482,808 Naala-Porto Parkway,,England,500,41060,5.53452E+11,25.9.14 22:33
483,632 Usolje-Sibirskoje Parkway,,Ha Darom,36,73085,6.67649E+11,25.9.14 22:31
484,98 Pyongyang Boulevard,,Ohio,11,88749,1.91958E+11,25.9.14 22:33
485,984 Novoterkassk Loop,,Gaziantep,180,28165,4.35119E+11,25.9.14 22:33
486,64 Korla Street,,Mwanza,347,25145,5.10383E+11,25.9.14 22:33
487,1785 So Bernardo do Campo Street,,Veracruz,125,71182,6.84529E+11,25.9.14 22:32
488,698 Jelets Boulevard,,Denizli,142,2596,9.75186E+11,25.9.14 22:33
489,1297 Alvorada Parkway,,Ningxia,587,11839,5.08349E+11,25.9.14 22:30
490,1909 Dayton Avenue,,Guangdong,469,88513,7.02955E+11,25.9.14 22:30
491,1789 Saint-Denis Parkway,,Coahuila de Zaragoza,4,8268,9.36807E+11,25.9.14 22:32
492,185 Mannheim Lane,,Stavropol,408,23661,5.89378E+11,25.9.14 22:32
493,184 Mandaluyong Street,,Baja California Sur,288,94239,4.88425E+11,25.9.14 22:32
494,591 Sungai Petani Drive,,Okayama,376,46400,37247325001,25.9.14 22:31
495,656 Matamoros Drive,,Boyac,487,19489,17305839123,25.9.14 22:30
496,775 ostka Drive,,al-Daqahliya,337,22358,1.71973E+11,25.9.14 22:30
497,1013 Tabuk Boulevard,,West Bengali,261,96203,1.584E+11,25.9.14 22:31
498,319 Plock Parkway,,Istanbul,504,26101,8.5426E+11,25.9.14 22:33
499,1954 Kowloon and New Kowloon Way,,Chimborazo,434,63667,8.98559E+11,25.9.14 22:30
500,362 Rajkot Lane,,Gansu,47,98030,9.6202E+11,25.9.14 22:30
501,1060 Tandil Lane,,Shandong,432,72349,2.11256E+11,25.9.14 22:30
502,1515 Korla Way,,England,589,57197,9.59468E+11,25.9.14 22:33
503,1416 San Juan Bautista Tuxtepec Avenue,,Zufar,444,50592,1.44207E+11,25.9.14 22:32
504,1 Valle de Santiago Avenue,,Apulia,93,86208,4.65898E+11,25.9.14 22:31
505,519 Brescia Parkway,,East Java,318,69504,7.93997E+11,25.9.14 22:31
506,414 Mandaluyong Street,,Lubelskie,314,16370,52709222667,25.9.14 22:32
507,1197 Sokoto Boulevard,,West Bengali,478,87687,8.68603E+11,25.9.14 22:31
508,496 Celaya Drive,,Nagano,552,90797,7.59587E+11,25.9.14 22:31
509,786 Matsue Way,,Illinois,245,37469,1.11177E+11,25.9.14 22:33
510,48 Maracabo Place,,Central Luzon,519,1570,82671830126,25.9.14 22:32
511,1152 al-Qatif Lane,,Kalimantan Barat,412,44816,1.31371E+11,25.9.14 22:31
512,1269 Ipoh Avenue,,Eskisehir,163,54674,4.0263E+11,25.9.14 22:33
513,758 Korolev Parkway,,Andhra Pradesh,568,75474,4.41628E+11,25.9.14 22:31
514,1747 Rustenburg Place,,Bihar,110,51369,4.42674E+11,25.9.14 22:31
515,886 Tonghae Place,,Volgograd,259,19450,7.11928E+11,25.9.14 22:32
516,1574 Goinia Boulevard,,Heilongjiang,502,39529,59634255214,25.9.14 22:30
517,548 Uruapan Street,,Ontario,312,35653,8.79347E+11,25.9.14 22:33
519,962 Tama Loop,,,583,65952,2.82668E+11,25.9.14 22:32
520,1778 Gijn Manor,,Hubei,594,35156,2.88911E+11,25.9.14 22:30
521,568 Dhule (Dhulia) Loop,,Coquimbo,127,92568,6.02101E+11,25.9.14 22:30
522,1768 Udine Loop,,Battambang,60,32347,4.48876E+11,25.9.14 22:30
523,608 Birgunj Parkway,,Taipei,116,400,6.27426E+11,25.9.14 22:33
524,680 A Corua (La Corua) Manor,,Sivas,482,49806,1.58326E+11,25.9.14 22:33
525,1949 Sanya Street,,Gumma,224,61244,1.32101E+11,25.9.14 22:31
526,617 Klerksdorp Place,,Khanh Hoa,366,94707,5.74973E+11,25.9.14 22:34
527,1993 0 Loop,,Liaoning,588,41214,25865528181,25.9.14 22:30
528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651,2.36679E+11,25.9.14 22:32
529,600 Purnea (Purnia) Avenue,,Nghe An,571,18043,6.3841E+11,25.9.14 22:34
530,1003 Qinhuangdao Street,,West Java,419,25972,35533115997,25.9.14 22:31
531,1986 Sivas Place,,Friuli-Venezia Giuli,551,95775,1.82059E+11,25.9.14 22:31
532,1427 Tabuk Place,,Florida,101,31342,2.14757E+11,25.9.14 22:33
533,556 Asuncin Way,,Mogiljov,339,35364,3.38244E+11,25.9.14 22:30
534,486 Ondo Parkway,,Benguela,67,35202,1.05882E+11,25.9.14 22:30
535,635 Brest Manor,,Andhra Pradesh,75,40899,80593242951,25.9.14 22:31
536,166 Jinchang Street,,Buenos Aires,165,86760,7.17566E+11,25.9.14 22:30
537,958 Sagamihara Lane,,Mie,287,88408,4.27275E+11,25.9.14 22:31
538,1817 Livorno Way,,Khanh Hoa,100,79401,4.7838E+11,25.9.14 22:34
539,1332 Gaziantep Lane,,Shandong,80,22813,3.83353E+11,25.9.14 22:30
540,949 Allende Lane,,Uttar Pradesh,24,67521,1.22981E+11,25.9.14 22:31
541,195 Ilorin Street,,Chari-Baguirmi,363,49250,8912935608,25.9.14 22:30
542,193 Bhusawal Place,,Kang-won,539,9750,7.45268E+11,25.9.14 22:33
543,43 Vilnius Manor,,Colorado,42,79814,4.845E+11,25.9.14 22:33
544,183 Haiphong Street,,Jilin,46,69953,4.886E+11,25.9.14 22:30
545,163 Augusta-Richmond County Loop,,Carabobo,561,33030,7.54579E+11,25.9.14 22:34
546,191 Jos Azueta Parkway,,Ruse,436,13629,9.32157E+11,25.9.14 22:30
547,379 Lublin Parkway,,Toscana,309,74568,9.2196E+11,25.9.14 22:31
548,1658 Cuman Loop,,Sumatera Selatan,396,51309,7.84907E+11,25.9.14 22:31
549,454 Qinhuangdao Drive,,Tadla-Azilal,68,25866,7.8627E+11,25.9.14 22:32
550,1715 Okayama Street,,So Paulo,485,55676,1.69353E+11,25.9.14 22:30
551,182 Nukualofa Drive,,Sumy,275,15414,4.26346E+11,25.9.14 22:33
552,390 Wroclaw Way,,Hainan,462,5753,3.57593E+11,25.9.14 22:30
553,1421 Quilmes Lane,,Ishikawa,260,19151,1.35408E+11,25.9.14 22:31
554,947 Trshavn Place,,Central Luzon,528,841,50898428626,25.9.14 22:32
555,1764 Jalib al-Shuyukh Parkway,,Galicia,459,77642,84794532510,25.9.14 22:33
556,346 Cam Ranh Avenue,,Zhejiang,599,39976,9.78431E+11,25.9.14 22:30
557,1407 Pachuca de Soto Place,,Rio Grande do Sul,21,26284,3.80078E+11,25.9.14 22:30
558,904 Clarksville Drive,,Zhejiang,193,52234,9.55349E+11,25.9.14 22:30
559,1917 Kumbakonam Parkway,,Vojvodina,368,11892,6.98183E+11,25.9.14 22:34
560,1447 Imus Place,,Gujarat,426,12905,62127829280,25.9.14 22:31
561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022,3.68738E+11,25.9.14 22:33
562,869 Shikarpur Way,,England,496,57380,5.90764E+11,25.9.14 22:33
563,1059 Yuncheng Avenue,,Vilna,570,47498,1.07093E+11,25.9.14 22:31
564,505 Madiun Boulevard,,Dolnoslaskie,577,97271,9.70639E+11,25.9.14 22:32
565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372,8.55066E+11,25.9.14 22:30
566,1229 Varanasi (Benares) Manor,,Buenos Aires,43,40195,8.1774E+11,25.9.14 22:30
567,1894 Boa Vista Way,,Texas,178,77464,2.39358E+11,25.9.14 22:33
568,1342 Sharja Way,,Sokoto & Kebbi & Zam,488,93655,9.46114E+11,25.9.14 22:32
569,1342 Abha Boulevard,,Bukarest,95,10714,9.97454E+11,25.9.14 22:32
570,415 Pune Avenue,,Shandong,580,44274,2.03203E+11,25.9.14 22:30
571,1746 Faaa Way,,Huanuco,214,32515,8.63081E+11,25.9.14 22:32
572,539 Hami Way,,Tokat,538,52196,5.25518E+11,25.9.14 22:33
573,1407 Surakarta Manor,,Moskova,466,33224,3.24346E+11,25.9.14 22:32
574,502 Mandi Bahauddin Parkway,,Anzotegui,55,15992,6.18157E+11,25.9.14 22:34
575,1052 Pathankot Avenue,,Sichuan,299,77397,1.28499E+11,25.9.14 22:30
576,1351 Sousse Lane,,Coahuila de Zaragoza,341,37815,2.03804E+11,25.9.14 22:32
577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943,7.70864E+11,25.9.14 22:32
578,1405 Hagonoy Avenue,,Slaskie,133,86587,8.67288E+11,25.9.14 22:32
579,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,598,95093,8.44018E+11,25.9.14 22:31
580,923 Tangail Boulevard,,Tokyo-to,10,33384,3.15528E+11,25.9.14 22:31
581,186 Skikda Lane,,Morelos,131,89422,14465669789,25.9.14 22:32
582,1568 Celaya Parkway,,Kaohsiung,168,34750,2.7867E+11,25.9.14 22:33
583,1489 Kakamigahara Lane,,Taipei,526,98883,29341849811,25.9.14 22:33
584,1819 Alessandria Loop,,Campeche,103,53829,3.77634E+11,25.9.14 22:32
585,1208 Tama Loop,,Ninawa,344,73605,9.54786E+11,25.9.14 22:31
586,951 Springs Lane,,Central Mindanao,219,96115,1.65165E+11,25.9.14 22:32
587,760 Miyakonojo Drive,,Guerrero,246,64682,2.94449E+11,25.9.14 22:32
588,966 Asuncin Way,,Hidalgo,212,62703,9.95527E+11,25.9.14 22:32
589,1584 Ljubertsy Lane,,England,494,22954,2.8571E+11,25.9.14 22:33
590,247 Jining Parkway,,Banjul,54,53446,1.70115E+11,25.9.14 22:31
591,773 Dallas Manor,,Buenos Aires,424,12664,9.14466E+11,25.9.14 22:30
592,1923 Stara Zagora Lane,,Nantou,546,95179,1.82179E+11,25.9.14 22:33
593,1402 Zanzibar Boulevard,,Guanajuato,106,71102,3.87448E+11,25.9.14 22:32
594,1464 Kursk Parkway,,Shandong,574,17381,3.38758E+11,25.9.14 22:30
595,1074 Sanaa Parkway,,Loja,311,22474,1.54124E+11,25.9.14 22:30
596,1759 Niznekamsk Avenue,,al-Manama,14,39414,8.64393E+11,25.9.14 22:30
597,32 Liaocheng Way,,Minas Gerais,248,1944,4.10877E+11,25.9.14 22:30
598,42 Fontana Avenue,,Fejr,512,14684,4.3783E+11,25.9.14 22:31
599,1895 Zhezqazghan Drive,,California,177,36693,1.3781E+11,25.9.14 22:33
600,1837 Kaduna Parkway,,Inner Mongolia,241,82580,6.40844E+11,25.9.14 22:30
601,844 Bucuresti Place,,Liaoning,242,36603,9.35952E+11,25.9.14 22:30
602,1101 Bucuresti Boulevard,,West Greece,401,97661,1.99515E+11,25.9.14 22:31
603,1103 Quilmes Boulevard,,Piura,503,52137,6.44021E+11,25.9.14 22:32
604,1331 Usak Boulevard,,Vaud,296,61960,1.45309E+11,25.9.14 22:33
605,1325 Fukuyama Street,,Heilongjiang,537,27107,2.88241E+11,25.9.14 22:30
